Topic_No,Topic_Perc_Contrib,Topic_Keywords,Text,Clean_Text
4,0.4348,"ukraine, war, nazi, https, call, support, happen, fact, side, win",#StandWithUkraine https://t.co/3JHsLngAJX Is Now Playing - Megadeth - Symphony Of Destruction - Video: https://t.co/5KBrE4Bwl4,playing destruction video https
5,0.4575,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","When the enemy forces did not dare to confront our army, they started propaganda to divide the people and the army. #NoArmyNoPakistan #ILovePakArmy #BehindYouBajwa https://t.co/cPLls94gMF",enemy force dare start propaganda divide cpll gmf
1,0.7101,"time, fight, https, join, state, land, wrong, find, economy, invade","Animal shelter Dogs and Cats, we need your help! Raising funds food for animals. PayPal: https://t.co/Z3re0ItTfy https://t.co/I9dbwRrtg0 https://t.co/71pErM8xBZ #Ukraine #Patreon #dogsoftwitter #Shelter #Dogs #Cats #Cute #Pets #Funny #Dogsarefamily https://t.co/qY2RIH83Zx",animal shelter dog cat raise fund food animal patreon shelter dog cat cute pet funny dogsarefamily https rih zx
1,0.5228,"time, fight, https, join, state, land, wrong, find, economy, invade","Nothing to do with Putin. Actually, I really admired Lukashenko s stance on Covid. He railed against his own ministers demanding a significant reduction in the measures they had introduced. But you seem unable to communicate without attempting to insult, which shows weakness +",admire stance covid rail minister demand reduction measure introduce unable communicate attempt insult weakness
0,0.4929,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",i forgot there was a war in ukraine. they should make an infomercial with anime girls to regain my attention,infomercial anime girl regain attention
7,0.5346,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","NATO operation, Article 5. The UN Security Council signed off on isaf but it was not a ""blue hat"" operation. Limited participation by non-NATO big boys, Oz prob being the most notable. This was a NATO operation.",operation article sign operation limit participation big boy notable operation
4,0.4785,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Putin said for 2 decades that if NATO went in to Ukraine he d invade. Ukraine had been bombing Donbass for 8 years since the US-backed coup in 2014. Go listen to the Nuland ""fuck eu"" phone call leak. Also, Azov, the major batallion of Ukraine military, were overtly nazis.",decade invade bombing donbass year back leak major overtly nazi
2,0.3692,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Priyanka breaks down after meeting Ukrainian refugees https://t.co/6aVFLca0Lw,priyanka break meet ukrainian refugee https lw
1,0.5142,"time, fight, https, join, state, land, wrong, find, economy, invade",Putin Announces Total Independence from ‘Rothschild-Controlled’ US Dollar?? - Times of independent 🧨🧨🧨 https://t.co/uwjk3Y0dil,announce total independence rothschild control dollar time independent https dil
1,0.4069,"time, fight, https, join, state, land, wrong, find, economy, invade","Fighting In Donbas  Just Hell,  Zelenskiy Says, As Kyiv s Forces Still Feel Outnumbered https://t.co/rOvGYt7Rkk",fight kyiv force feel outnumber https
3,0.5411,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",The sacked Prosecutor General seems set to become #Ukraine s Ambassador to #Switzerland. There was controversy when during a purge of government removed from the post. https://t.co/9XEQVVKkoD,sack prosecutor_general set ukraine ambassador switzerland controversy purge government remove post https xeqvvkkod
6,0.4496,"country, day, attack, lose, leader, sanction, death, good, tell, read",They even wanna build a mini ukrainian village/city...lol🤣,build mini ukrainian village city lol
1,0.4258,"time, fight, https, join, state, land, wrong, find, economy, invade",I’m sure Belarus really cares about diplomatic relationship with the Ukraine.,care diplomatic relationship ukraine
5,0.3477,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",Making up shit again traitor? Why aren t you helping the Nazis in Ukraine. They wanted you!,make shit traitor help nazi want
3,0.2911,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","Anyways, Russia didn t  invade  to  topple  Ukraine s government. That s a lie spread by US media and its European cronies. Most of the world knows the truth. I bet you haven t heard the actual speech delivered by Putin and your media won t show it coz it will expose their lies.",invade government lie spread medium european crony truth bet hear actual speech deliver expose lie
2,0.2947,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Hello,dear Pulte!I ask you for help, any help that you can give me. I am 65 years old, I am from Ukraine. I am now outside of Ukraine .Everything that I have earned in my life has remained in Ukraine. With respect to you. My name is Liubov .",dear year earn life remain ukraine respect liubov
1,0.4823,"time, fight, https, join, state, land, wrong, find, economy, invade","What Putin did is guarentee Russia’s security against NATO and US aggression. Had Ukraine joined NATO, and had the US setup bases and missiles, what would Russia do if the US had decided to invade Russia?",aggression join setup basis missile decide invade
3,0.4724,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","Senate overwhelmingly approves Finland, Sweden accession into NATO https://t.co/nfp2YArpTI",overwhelmingly approve accession
3,0.3765,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","I m at a field office in Ukraine, the other place the neoliberals are losing. So, summery.",office ukraine place neoliberal lose summery
2,0.6458,"https, military, medium, shell, power, missile, claim, strike, bomb, government",I SUPPORT UKRAINE 🇺🇦 STOP THE WAR #SlavaUkraini #StopRussia #StopPutin #PutinWarCriminal #NFT #NFTCommunity #LGBTQ #nftcollector #cryptoartist #NFTs #wezenaar #rickwezenaar https://t.co/vZmn1Y1IhD,slavaukraini nftcommunity lgbtq nftcollector cryptoartist ihd
1,0.6338,"time, fight, https, join, state, land, wrong, find, economy, invade","Sergey, Canada colluded with no one. Canada was blackmailed and had no choice but to let that turbine go. Canada is fully behind Ukr so don t pi$$ on friends to get a few likes. https://t.co/MKjQV08j2M",collude blackmail fully ukr pi friend like https mkjqv
4,0.5695,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Demilitarization of a Russian tanker with a mine Happened back in spring https://t.co/aa681dYGFz #UkraineRussiaWar #Ukraine️,tanker happen spring https
5,0.3277,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",And then #Putin said he will restore the Soviet Union https://t.co/eIOm6tb7vW,restore soviet_union https eiom
4,0.5281,"ukraine, war, nazi, https, call, support, happen, fact, side, win","""it says as they wage war in the Ukraine..""",wage war ukraine
4,0.2366,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Actually you have seen one before... it is the one that was donated to the Ukraine drop.💙🇺🇦💛,donate ukraine drop
6,0.3192,"country, day, attack, lose, leader, sanction, death, good, tell, read","With respect, I think you d have a point if we weren t drowning in Ukrainian propaganda. Right now we need this to try and bring some sense back to the world. That doesn t mean suddenly thinking it s ok for Russia to invade, it just means understanding war is terrible so stop it",respect point drown ukrainian propaganda bring sense suddenly think invade understand war terrible
4,0.3358,"ukraine, war, nazi, https, call, support, happen, fact, side, win",The highest population of Ukrainians outside of Ukraine is in Canada. We are invested in their success and if Russia was going to win it would have already happened.,high population ukrainian invest success win happen
7,0.3706,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",One way to retaliate against the West is to provide limitless support to Russia’s special military operations in Ukraine.,retaliate support special military operation ukraine
3,0.6503,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",Buying up cool graphic metal band tees for my upcycled Bralettes and going outside my faves and having to google every one just to make sure they’re ‘stick it to the man’ metal and not neo nazi metal,buy cool graphic metal band tee upcycled bralette fave metal nazi metal
0,0.4292,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",A map of the approximate situation on the ground in Ukraine as of 00:00 UTC 05/08/22. https://t.co/U6UHJuJjP5,approximate situation ground uhjujjp
2,0.5885,"https, military, medium, shell, power, missile, claim, strike, bomb, government","In no way shape or form do I like . With that being said, China can kids my ass with there sanctions against and can shove there “halts” up there ass. #WWIII",shape form sanction shove halt ass wwiii
4,0.2598,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Right now! Somewhere in Ukraine💛💙 #StandWithUkriane #StopRussianAggression #nature https://t.co/5sb6ul1RPh,ukraine rph
4,0.4069,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Russia will hopefully liberate all the oblasts from Kharkov to Odessa, where Russian speakers were victimized, tortured and sometimes murdered by Nazis. Of course, if you don t know what s been happening in Ukraine in the last 8 years, you wouldn t have any idea of this.",oblast russian speaker victimize torture murder nazi happen year idea
